ID,Age,Category,Day,gender,tripduration
1283,1995 - 1999,13,25,2,940.418118467
1284,1995 - 1999,13,26,0,1321.1
1285,1995 - 1999,13,26,1,679.715167549
1286,1995 - 1999,13,26,2,1275.51458886
1287,1995 - 1999,13,27,0,932.461538462
1288,1995 - 1999,13,27,1,583.723063224
1289,1995 - 1999,13,27,2,844.023980815
1290,1995 - 1999,13,28,0,1751.8571429
1291,1995 - 1999,13,28,1,636.653149267
1292,1995 - 1999,13,28,2,725.984018265
1293,1995 - 1999,13,29,0,835.0
1294,1995 - 1999,13,29,1,626.02502157
1295,1995 - 1999,13,29,2,657.865951743
1296,1995 - 1999,13,30,0,720.5
1297,1995 - 1999,13,30,1,649.879638917
1298,1995 - 1999,13,30,2,745.076246334
1299,1995 - 1999,13,31,0,2078.25
1300,1995 - 1999,13,31,1,848.52605703
1301,1995 - 1999,13,31,2,1119.4762931
1302,2000 - 2004,14,01,0,742.0
1303,2000 - 2004,14,01,1,723.627118644
1304,2000 - 2004,14,01,2,1168.07894737
1305,2000 - 2004,14,02,0,0.0
1306,2000 - 2004,14,02,1,549.7
1307,2000 - 2004,14,02,2,975.0
1308,2000 - 2004,14,03,0,474.0
1309,2000 - 2004,14,03,1,718.444444444
1310,2000 - 2004,14,03,2,837.428571429
1311,2000 - 2004,14,04,0,0.0
1312,2000 - 2004,14,04,1,1373.953125
1313,2000 - 2004,14,04,2,393.625
1314,2000 - 2004,14,05,0,731.0
1315,2000 - 2004,14,05,1,516.569767442
1316,2000 - 2004,14,05,2,455.647058824
1317,2000 - 2004,14,06,0,817.5
1318,2000 - 2004,14,06,1,626.706521739
1319,2000 - 2004,14,06,2,354.785714286
1320,2000 - 2004,14,07,0,876.0
1321,2000 - 2004,14,07,1,529.47826087
1322,2000 - 2004,14,07,2,320.0
1323,2000 - 2004,14,08,0,796.5
1324,2000 - 2004,14,08,1,616.365079365
1325,2000 - 2004,14,08,2,501.090909091
1326,2000 - 2004,14,09,0,640.0
1327,2000 - 2004,14,09,1,719.504672897
1328,2000 - 2004,14,09,2,431.666666667
1329,2000 - 2004,14,10,0,0.0
1330,2000 - 2004,14,10,1,718.1125
1331,2000 - 2004,14,10,2,772.1
1332,2000 - 2004,14,11,0,213.0
1333,2000 - 2004,14,11,1,845.291139241
1334,2000 - 2004,14,11,2,1231.59090909
1335,2000 - 2004,14,12,0,1530.0
1336,2000 - 2004,14,12,1,604.795454545
1337,2000 - 2004,14,12,2,785.75
1338,2000 - 2004,14,13,0,583.5
1339,2000 - 2004,14,13,1,693.440677966
1340,2000 - 2004,14,13,2,620.583333333
1341,2000 - 2004,14,14,0,977.333333333
1342,2000 - 2004,14,14,1,562.844444444
1343,2000 - 2004,14,14,2,416.3
1344,2000 - 2004,14,15,0,849.0
1345,2000 - 2004,14,15,1,609.9
1346,2000 - 2004,14,15,2,371.5
1347,2000 - 2004,14,16,0,935.0
1348,2000 - 2004,14,16,1,597.0
1349,2000 - 2004,14,16,2,578.5
1350,2000 - 2004,14,17,0,0.0
1351,2000 - 2004,14,17,1,750.6
1352,2000 - 2004,14,17,2,945.6
1353,2000 - 2004,14,18,0,0.0
1354,2000 - 2004,14,18,1,774.7
1355,2000 - 2004,14,18,2,847.5
1356,2000 - 2004,14,19,0,0.0
1357,2000 - 2004,14,19,1,642.3
1358,2000 - 2004,14,19,2,702.3
1359,2000 - 2004,14,20,0,303.5
1360,2000 - 2004,14,20,1,616.9
1361,2000 - 2004,14,20,2,552.0
1362,2000 - 2004,14,21,0,0.0
1363,2000 - 2004,14,21,1,1291.0
1364,2000 - 2004,14,21,2,309.0
1365,2000 - 2004,14,22,0,0.0
1366,2000 - 2004,14,22,1,683.5
1367,2000 - 2004,14,22,2,635.3
1368,2000 - 2004,14,23,0,1874.0
1369,2000 - 2004,14,23,1,578.6
1370,2000 - 2004,14,23,2,610.0
1371,2000 - 2004,14,24,0,588.5
1372,2000 - 2004,14,24,1,816.9
1373,2000 - 2004,14,24,2,501.2
1374,2000 - 2004,14,25,0,1129.0
1375,2000 - 2004,14,25,1,695.5
1376,2000 - 2004,14,25,2,903.5
1377,2000 - 2004,14,26,0,935.7
1378,2000 - 2004,14,26,1,933.6
1379,2000 - 2004,14,26,2,878.4
1380,2000 - 2004,14,27,0,915.0
1381,2000 - 2004,14,27,1,789.5
1382,2000 - 2004,14,27,2,1123.7
1383,2000 - 2004,14,28,0,543.5
1384,2000 - 2004,14,28,1,622.3
1385,2000 - 2004,14,28,2,574.5
1386,2000 - 2004,14,29,0,0.0
1387,2000 - 2004,14,29,1,814.9
1388,2000 - 2004,14,29,2,1228.0
1389,2000 - 2004,14,30,0,612.5
1390,2000 - 2004,14,30,1,705.1
1391,2000 - 2004,14,30,2,168.3
1392,2000 - 2004,14,31,0,395.0
1393,2000 - 2004,14,31,1,954.1
1394,2000 - 2004,14,31,2,1282.7
